building_id,district,postal_code,address,latitude,longitude,construction_year,building_type,num_units,total_area_m2,num_floors,roof_type,facade_material,window_type,heating_system,heating_age,insulation_walls,insulation_roof,insulation_basement,ownership_type,epc_rating,epc_date,energy_consumption_kwh_m2,last_renovation_year,listed_building
BLD-00118,Pankow,13189,Müllerstr. 143,52.551052,13.407045,1990,1980s block,7,599.0,8,Pitched,Prefab panel,Mixed,Mixed,25,Partial,None,None,Corporate landlord,F,2018-07-29,183.6,2017,FALSE
BLD-00119,Tempelhof-Schöneberg,10781,Landsberger Allee 77,52.488949,13.363146,1902,Gründerzeit,11,1158.4,9,Hip,Render,Single-pane,District heating,25,Full,Full,None,Condominium,H,2017-11-10,254.9,,FALSE
BLD-00120,Neukölln,12053,Wrangelstr. 14,52.458236,13.453475,1952,Post-war,23,2370.1,2,Flat,Sandstone,Mixed,District heating,31,None,None,None,Condominium,F,2018-09-25,179.8,,FALSE
BLD-00121,Charlottenburg-Wilmersdorf,10623,Spandauer Str. 63,52.523673,13.288212,2009,Modern,24,1843.6,5,Flat,Sandstone,Triple-pane,Oil boiler,25,Partial,Full,Full,Municipal,C,2020-12-25,88.0,2014,FALSE
BLD-00122,Treptow-Köpenick,12557,Spandauer Str. 82,52.4633,13.560282,1971,Plattenbau,22,1265.3,8,Flat,Prefab panel,Double-pane,Oil boiler,27,None,None,None,Housing cooperative,F,2016-09-16,179.8,,FALSE
BLD-00123,Marzahn-Hellersdorf,12627,Karl-Marx-Str. 66,52.532469,13.585823,1906,Gründerzeit,33,2651.4,9,Mansard,Concrete,Single-pane,Electric,32,None,None,None,Condominium,G,2021-01-29,243.2,1993,FALSE
BLD-00124,Friedrichshain-Kreuzberg,10243,Landsberger Allee 18,52.514108,13.444744,1994,Modern,2,165.6,5,Mansard,Brick,Mixed,Mixed,31,Full,None,Partial,Municipal,B,2015-03-06,62.4,,FALSE
BLD-00125,Mitte,10115,Eberswalder Str. 5,52.525588,13.383737,1990,1980s block,23,2284.8,8,Flat,Brick,Double-pane,Electric,10,Partial,None,None,Condominium,E,2017-02-25,142.1,2007,FALSE
BLD-00126,Spandau,13593,Innsbrucker Str. 145,52.513556,13.247151,1982,Plattenbau,16,1482.0,6,Pitched,Prefab panel,Mixed,Mixed,3,None,None,None,Private landlord,F,2019-07-19,173.1,2020,FALSE
BLD-00127,Mitte,10117,Karl-Marx-Str. 145,52.516654,13.412266,1883,Gründerzeit,59,3990.6,2,Hip,Prefab panel,Single-pane,Gas boiler,18,None,None,None,Corporate landlord,H,2021-04-27,271.9,2001,FALSE
BLD-00128,Steglitz-Zehlendorf,12163,Zehlendorfer Str. 20,52.473266,13.292833,1948,Post-war,20,1723.4,5,Hip,Mixed,Triple-pane,Heat pump,9,None,Partial,Full,Private landlord,G,2020-08-13,203.4,2012,FALSE
BLD-00129,Tempelhof-Schöneberg,10783,Köpenicker Str. 153,52.49274,13.353841,1973,1970s block,2,196.2,6,Hip,Render,Single-pane,Electric,25,None,None,None,Municipal,F,2017-01-30,162.6,2014,FALSE
BLD-00130,Marzahn-Hellersdorf,12629,Hauptstr. 69,52.545912,13.589918,1972,Plattenbau,47,4497.0,4,Mansard,Prefab panel,Single-pane,Gas boiler,1,Full,Partial,None,Housing cooperative,F,2019-12-27,174.4,2007,FALSE
BLD-00131,Friedrichshain-Kreuzberg,10247,Brunsbütteler Damm 105,52.505774,13.453419,1871,Altbau,7,598.4,7,Mansard,Render,Single-pane,Heat pump,25,None,None,None,Private landlord,G,2023-02-16,249.4,2005,FALSE
BLD-00132,Pankow,13158,Danziger Str. 127,52.548475,13.404203,1962,Plattenbau,12,842.1,8,Mansard,Prefab panel,Single-pane,Gas boiler,24,None,Partial,None,Housing cooperative,E,2017-10-07,143.5,2021,FALSE
BLD-00133,Charlottenburg-Wilmersdorf,14193,Zehlendorfer Str. 86,52.493744,13.301326,1899,Gründerzeit,26,2059.5,7,Hip,Mixed,Double-pane,Oil boiler,21,None,None,Partial,Corporate landlord,G,2022-10-18,249.9,,FALSE
BLD-00134,Tempelhof-Schöneberg,12101,Nonnendammallee 148,52.468115,13.378647,1887,Gründerzeit,22,1549.2,8,Hip,Prefab panel,Single-pane,Electric,13,Partial,None,None,Corporate landlord,H,2021-02-12,266.9,,FALSE
BLD-00135,Mitte,10178,Eberswalder Str. 178,52.533859,13.380482,1896,Altbau,45,2819.5,9,Mansard,Concrete,Single-pane,District heating,28,None,None,None,Municipal,G,2015-10-30,238.6,2020,FALSE
BLD-00136,Treptow-Köpenick,12559,Tempelhofer Damm 140,52.486175,13.566963,1893,Altbau,46,2806.7,3,Flat,Mixed,Double-pane,Mixed,3,Partial,Partial,Partial,Corporate landlord,G,2022-03-27,240.0,2015,FALSE
BLD-00137,Steglitz-Zehlendorf,14167,Landsberger Allee 131,52.434768,13.248875,2006,Modern,19,1510.8,5,Hip,Render,Mixed,Electric,33,Full,Partial,Full,Condominium,D,2018-11-13,103.5,2022,FALSE
BLD-00138,Tempelhof-Schöneberg,10779,Invalidenstraße 90,52.460223,13.395847,1951,Post-war,16,1338.6,5,Mansard,Render,Single-pane,Mixed,29,None,None,Partial,Housing cooperative,F,2015-10-03,194.6,,FALSE
BLD-00139,Friedrichshain-Kreuzberg,10243,Torstr. 63,52.51623,13.458878,1981,1980s block,19,1390.9,4,Hip,Render,Double-pane,Heat pump,12,Partial,Full,Partial,Condominium,E,2022-03-08,144.1,2015,FALSE
BLD-00140,Marzahn-Hellersdorf,12627,Bergmannstr. 55,52.530231,13.570069,1968,Plattenbau,50,4337.7,3,Flat,Prefab panel,Single-pane,District heating,30,Full,Full,Partial,Private landlord,F,2017-12-10,171.3,2021,FALSE
BLD-00141,Lichtenberg,13055,Lichtenberger Str. 30,52.521864,13.512792,1951,Post-war,29,2579.7,9,Mansard,Sandstone,Single-pane,Mixed,9,Partial,None,None,Housing cooperative,F,2016-04-27,198.0,,FALSE
BLD-00142,Steglitz-Zehlendorf,12167,Warschauer Str. 148,52.452987,13.277642,1974,1970s block,7,629.7,9,Flat,Sandstone,Single-pane,Oil boiler,9,None,None,Full,Condominium,F,2018-07-12,171.0,1993,FALSE
BLD-00143,Mitte,10178,Marzahner Chaussee 130,52.517731,13.410761,2005,Modern,15,1167.9,9,Hip,Render,Double-pane,Gas boiler,2,None,None,Full,Condominium,D,2018-04-11,105.3,,FALSE
BLD-00144,Spandau,13585,Nonnendammallee 141,52.545133,13.219596,1980,1980s block,20,1394.7,3,Mansard,Sandstone,Double-pane,Mixed,29,None,Partial,Partial,Corporate landlord,E,2017-06-14,147.8,1996,FALSE
BLD-00145,Lichtenberg,13051,Kolonnenstr. 68,52.508397,13.539952,1959,Post-war,28,2216.2,3,Pitched,Concrete,Single-pane,Mixed,23,None,None,None,Corporate landlord,F,2022-02-04,186.9,1998,FALSE
BLD-00146,Charlottenburg-Wilmersdorf,10585,Rummelsburger Str. 138,52.509953,13.31726,1970,Plattenbau,47,3332.9,6,Mansard,Prefab panel,Mixed,Mixed,7,None,Full,Partial,Condominium,E,2023-05-31,141.5,1993,FALSE
BLD-00147,Lichtenberg,10319,Invalidenstraße 83,52.526564,13.479288,1887,Gründerzeit,50,4096.0,8,Mansard,Mixed,Single-pane,Heat pump,5,None,None,None,Private landlord,G,2019-07-09,235.1,2007,FALSE
BLD-00148,Steglitz-Zehlendorf,14169,Bergmannstr. 24,52.472761,13.269456,2004,Modern,22,2238.6,7,Hip,Concrete,Triple-pane,District heating,32,Full,Full,Full,Housing cooperative,C,2018-08-15,91.4,2015,FALSE
BLD-00149,Pankow,13187,Müllerstr. 12,52.579415,13.460474,1910,Altbau,52,2906.6,9,Flat,Render,Single-pane,Heat pump,13,Partial,None,Full,Condominium,G,2022-04-16,218.9,,FALSE
BLD-00150,Spandau,13583,Richardstr. 171,52.539456,13.197527,1995,Modern,3,268.2,8,Flat,Render,Mixed,Gas boiler,7,Partial,Full,None,Private landlord,C,2017-05-24,79.2,2000,FALSE
BLD-00151,Treptow-Köpenick,12557,Potsdamer Str. 109,52.440464,13.54956,1994,Modern,17,1149.1,3,Pitched,Mixed,Double-pane,Gas boiler,21,Partial,Partial,None,Housing cooperative,C,2018-05-10,75.5,,FALSE
BLD-00152,Pankow,13086,Köpenicker Str. 167,52.543421,13.430696,1974,Plattenbau,24,2149.1,5,Flat,Prefab panel,Mixed,Mixed,29,None,None,None,Condominium,F,2015-12-22,180.1,1998,FALSE
BLD-00153,Marzahn-Hellersdorf,12681,Warschauer Str. 64,52.525819,13.570057,1956,Post-war,4,341.7,5,Mansard,Mixed,Single-pane,Mixed,20,None,Partial,Partial,Condominium,G,2020-10-21,223.9,2002,FALSE
BLD-00154,Spandau,13581,Greifswalder Str. 127,52.545271,13.235564,1969,1970s block,9,810.9,9,Pitched,Sandstone,Double-pane,Oil boiler,21,None,Partial,None,Condominium,E,2019-05-04,147.6,2016,FALSE
BLD-00155,Lichtenberg,10319,Berliner Str. 5,52.529323,13.536812,1980,1980s block,2,133.7,6,Pitched,Render,Mixed,Oil boiler,33,None,Partial,Full,Municipal,E,2019-10-01,150.8,1995,FALSE
BLD-00156,Treptow-Köpenick,12439,Brunsbütteler Damm 53,52.453873,13.510991,1884,Gründerzeit,36,2753.6,7,Pitched,Prefab panel,Mixed,District heating,4,Partial,Partial,Partial,Condominium,G,2015-12-20,241.9,1997,FALSE
BLD-00157,Marzahn-Hellersdorf,12619,Kastanienallee 31,52.523918,13.591919,1915,Altbau,10,640.1,2,Mansard,Sandstone,Single-pane,Mixed,17,Partial,None,Partial,Condominium,F,2019-03-04,192.0,,FALSE
BLD-00158,Spandau,13583,Mariendorfer Damm 70,52.544714,13.182055,1980,1980s block,10,822.9,3,Mansard,Brick,Triple-pane,Electric,11,None,Full,Partial,Housing cooperative,F,2016-10-06,171.3,,FALSE
BLD-00159,Marzahn-Hellersdorf,12621,Schönhauser Allee 4,52.520278,13.575618,1961,Plattenbau,32,2434.0,7,Flat,Prefab panel,Single-pane,Gas boiler,27,None,None,None,Condominium,F,2018-08-11,169.8,,FALSE
BLD-00160,Steglitz-Zehlendorf,14163,Potsdamer Str. 129,52.46717,13.291438,1991,Modern,7,694.7,5,Pitched,Render,Double-pane,Heat pump,19,Partial,None,Partial,Housing cooperative,C,2018-09-02,82.2,,FALSE
BLD-00161,Steglitz-Zehlendorf,12169,Köpenicker Str. 63,52.443122,13.310606,1973,1970s block,20,2197.6,9,Flat,Mixed,Double-pane,District heating,1,None,Partial,None,Municipal,F,2015-04-08,160.2,,FALSE
BLD-00162,Reinickendorf,13403,Britzer Damm 79,52.597795,13.290117,1883,Altbau,35,2733.1,5,Pitched,Concrete,Double-pane,Gas boiler,15,None,None,Partial,Corporate landlord,G,2019-08-19,225.4,2013,FALSE
BLD-00163,Reinickendorf,13405,Zehlendorfer Str. 20,52.581135,13.330434,1988,1980s block,3,274.3,8,Flat,Concrete,Triple-pane,Oil boiler,21,Full,None,Partial,Municipal,E,2022-11-10,136.9,2010,FALSE
BLD-00164,Spandau,13587,Lichtenberger Str. 28,52.513361,13.19419,1963,Plattenbau,12,967.6,9,Hip,Prefab panel,Single-pane,Oil boiler,14,Partial,None,Full,Municipal,F,2018-06-16,187.2,1997,FALSE
BLD-00165,Lichtenberg,13053,Schönhauser Allee 56,52.532187,13.518781,1907,Gründerzeit,22,1320.4,4,Flat,Prefab panel,Single-pane,Gas boiler,20,None,Partial,Partial,Housing cooperative,G,2016-12-13,237.8,,FALSE
BLD-00166,Neukölln,12059,Innsbrucker Str. 27,52.481183,13.424991,1905,Gründerzeit,10,556.6,3,Flat,Concrete,Single-pane,Heat pump,24,None,None,None,Private landlord,H,2021-07-13,262.7,1994,TRUE
BLD-00167,Friedrichshain-Kreuzberg,10249,Warschauer Str. 24,52.517562,13.446606,1906,Gründerzeit,53,3272.2,7,Hip,Brick,Single-pane,Electric,28,None,None,None,Municipal,H,2020-07-25,251.9,,FALSE
BLD-00168,Pankow,13156,Danziger Str. 115,52.550736,13.396844,1961,Plattenbau,41,3714.6,5,Hip,Prefab panel,Single-pane,Electric,31,Partial,Full,None,Private landlord,F,2015-12-26,184.4,,FALSE
BLD-00169,Charlottenburg-Wilmersdorf,14195,Gatower Str. 5,52.49872,13.349586,1979,1970s block,13,1104.3,9,Hip,Prefab panel,Mixed,Oil boiler,25,None,None,Full,Housing cooperative,E,2017-01-06,158.5,,FALSE
BLD-00170,Mitte,10119,Heerstr. 92,52.516172,13.419577,1898,Gründerzeit,16,968.1,4,Flat,Prefab panel,Single-pane,Mixed,4,Partial,Partial,None,Condominium,H,2021-06-16,261.0,2014,FALSE
BLD-00171,Pankow,13086,Hermannstr. 152,52.551828,13.40862,1915,Altbau,46,4927.3,7,Flat,Sandstone,Triple-pane,Electric,20,None,None,None,Condominium,G,2020-07-01,232.1,,FALSE
BLD-00172,Marzahn-Hellersdorf,12627,Karl-Marx-Str. 158,52.510897,13.573459,1985,Plattenbau,10,944.3,7,Mansard,Prefab panel,Double-pane,Gas boiler,10,None,Partial,Partial,Corporate landlord,F,2022-11-26,195.1,1997,FALSE
BLD-00173,Steglitz-Zehlendorf,12165,Zehlendorfer Str. 151,52.446812,13.324773,1891,Altbau,21,1312.6,7,Flat,Mixed,Mixed,Heat pump,21,None,None,None,Condominium,G,2022-12-06,213.4,2012,FALSE
BLD-00174,Marzahn-Hellersdorf,12623,Eberswalder Str. 33,52.527027,13.59138,1983,Plattenbau,2,203.6,8,Pitched,Prefab panel,Double-pane,Electric,21,None,Partial,None,Corporate landlord,F,2017-06-23,178.7,1996,FALSE
BLD-00175,Pankow,13156,Sonnenallee 43,52.577267,13.40142,1992,Modern,28,2227.8,7,Mansard,Concrete,Double-pane,Mixed,5,None,Partial,Full,Housing cooperative,C,2017-11-17,94.6,2016,FALSE
BLD-00176,Tempelhof-Schöneberg,12105,Tempelhofer Damm 127,52.487966,13.397837,1973,1970s block,19,1151.0,8,Hip,Sandstone,Mixed,District heating,11,Partial,Full,None,Municipal,F,2015-10-29,180.6,1992,FALSE
BLD-00177,Steglitz-Zehlendorf,14163,Torstr. 97,52.472825,13.246678,1983,Plattenbau,6,441.5,3,Hip,Prefab panel,Mixed,Gas boiler,28,None,None,None,Condominium,F,2021-10-23,169.6,2000,FALSE
BLD-00178,Steglitz-Zehlendorf,12169,Marzahner Chaussee 139,52.473848,13.276835,1956,Post-war,11,748.7,6,Pitched,Render,Single-pane,Heat pump,10,None,Partial,None,Private landlord,G,2019-01-17,206.1,,FALSE
BLD-00179,Lichtenberg,13059,Torstr. 164,52.503985,13.471801,1947,Post-war,17,1223.3,3,Hip,Render,Single-pane,Mixed,17,Full,None,None,Private landlord,F,2022-03-14,194.3,2001,FALSE
BLD-00180,Tempelhof-Schöneberg,12101,Kolonnenstr. 120,52.463396,13.333123,1949,Post-war,28,2408.9,6,Flat,Mixed,Double-pane,Mixed,23,None,Partial,None,Corporate landlord,G,2019-08-23,215.1,2004,FALSE
BLD-00181,Tempelhof-Schöneberg,12107,Spandauer Str. 147,52.473838,13.367486,1975,Plattenbau,21,1611.0,3,Pitched,Prefab panel,Single-pane,Electric,10,Full,Partial,None,Private landlord,F,2023-06-29,172.3,2000,FALSE
BLD-00182,Charlottenburg-Wilmersdorf,10589,Mariendorfer Damm 52,52.491494,13.285486,1900,Gründerzeit,11,798.4,6,Pitched,Brick,Single-pane,Heat pump,21,None,None,None,Housing cooperative,G,2020-10-29,240.1,1990,FALSE
BLD-00183,Marzahn-Hellersdorf,12685,Invalidenstraße 38,52.545176,13.547876,1988,1980s block,20,2117.4,3,Pitched,Prefab panel,Mixed,Oil boiler,27,None,None,Partial,Housing cooperative,E,2019-04-18,138.3,2020,FALSE
BLD-00184,Spandau,13593,Zehlendorfer Str. 10,52.516473,13.222606,1973,1970s block,24,1385.1,5,Hip,Prefab panel,Double-pane,Oil boiler,20,None,None,Partial,Housing cooperative,F,2018-02-22,161.2,1996,FALSE
BLD-00185,Charlottenburg-Wilmersdorf,10589,Sonnenallee 69,52.500517,13.332061,2003,Modern,21,1372.1,3,Flat,Render,Mixed,Heat pump,34,Full,None,Full,Housing cooperative,C,2015-08-19,93.2,2009,FALSE
BLD-00186,Reinickendorf,13469,Heerstr. 146,52.573152,13.352441,1881,Altbau,14,1414.5,5,Flat,Brick,Single-pane,Oil boiler,13,None,Full,None,Housing cooperative,H,2019-02-17,291.4,2022,FALSE
BLD-00187,Friedrichshain-Kreuzberg,10243,Kolonnenstr. 46,52.501048,13.449327,1895,Gründerzeit,39,2883.4,7,Mansard,Mixed,Double-pane,Oil boiler,2,None,None,None,Municipal,H,2015-07-23,254.9,,FALSE
BLD-00188,Charlottenburg-Wilmersdorf,10623,Danziger Str. 167,52.512658,13.327439,1976,1970s block,2,162.2,2,Flat,Mixed,Single-pane,Gas boiler,15,Partial,None,None,Housing cooperative,F,2021-10-27,177.8,2009,FALSE
BLD-00189,Reinickendorf,13435,Hermannstr. 118,52.574071,13.320118,1949,Post-war,16,1475.9,6,Hip,Sandstone,Single-pane,Electric,24,None,None,None,Corporate landlord,F,2022-04-05,198.6,2008,FALSE
BLD-00190,Friedrichshain-Kreuzberg,10967,Sonnenallee 71,52.496596,13.479302,1956,Post-war,24,1568.6,6,Flat,Brick,Mixed,Heat pump,21,Partial,None,None,Condominium,G,2023-02-02,212.9,,FALSE
BLD-00191,Spandau,13589,Schönhauser Allee 150,52.550811,13.208322,2008,Modern,28,2068.5,5,Flat,Mixed,Mixed,Mixed,31,Full,None,None,Housing cooperative,E,2020-09-08,135.7,,FALSE
BLD-00192,Lichtenberg,10319,Prenzlauer Allee 144,52.50822,13.502955,1909,Gründerzeit,13,1182.9,7,Flat,Prefab panel,Single-pane,Oil boiler,27,None,Partial,None,Housing cooperative,H,2019-03-03,257.6,,FALSE
BLD-00193,Friedrichshain-Kreuzberg,10967,Lichtenberger Str. 159,52.496342,13.458064,1900,Altbau,58,4786.5,5,Hip,Sandstone,Single-pane,Gas boiler,10,None,Full,None,Condominium,H,2017-03-31,255.3,,FALSE
BLD-00194,Neukölln,12047,Hauptstr. 125,52.466073,13.45294,1956,Post-war,7,629.3,7,Pitched,Render,Single-pane,District heating,11,None,None,None,Municipal,E,2023-10-22,157.0,1995,FALSE
BLD-00195,Tempelhof-Schöneberg,12103,Britzer Damm 2,52.473153,13.397573,1904,Altbau,14,1501.6,7,Mansard,Sandstone,Single-pane,Mixed,1,None,None,Partial,Condominium,G,2017-07-15,218.9,2012,FALSE
BLD-00196,Friedrichshain-Kreuzberg,10965,Berliner Str. 12,52.507583,13.438367,1950,Post-war,16,1261.6,7,Flat,Prefab panel,Triple-pane,Oil boiler,13,Partial,None,None,Condominium,F,2019-07-11,197.3,,FALSE
BLD-00197,Pankow,13088,Torstr. 32,52.576704,13.433072,1957,Post-war,22,1664.0,2,Mansard,Sandstone,Mixed,Gas boiler,7,None,None,None,Private landlord,F,2015-07-17,180.3,2016,FALSE
BLD-00198,Friedrichshain-Kreuzberg,10969,Neuköllner Str. 178,52.501318,13.462112,2010,Modern,2,156.3,6,Pitched,Mixed,Mixed,Oil boiler,9,None,Full,Full,Municipal,C,2016-03-05,99.3,2020,FALSE
BLD-00199,Friedrichshain-Kreuzberg,10245,Prenzlauer Allee 134,52.507443,13.45654,1971,Plattenbau,47,3348.5,8,Pitched,Prefab panel,Single-pane,District heating,31,Full,None,None,Housing cooperative,F,2017-08-18,168.6,,FALSE
BLD-00200,Friedrichshain-Kreuzberg,10967,Brunsbütteler Damm 20,52.498729,13.425405,1993,Modern,30,2713.2,6,Hip,Prefab panel,Triple-pane,Heat pump,4,Partial,Full,None,Private landlord,C,2016-12-16,94.1,2021,FALSE
BLD-00201,Lichtenberg,13055,Schönhauser Allee 3,52.51417,13.478113,1884,Gründerzeit,44,3215.4,4,Hip,Sandstone,Single-pane,Mixed,6,Partial,Partial,Full,Housing cooperative,H,2018-11-04,299.5,,FALSE
BLD-00202,Neukölln,12051,Spandauer Str. 108,52.48425,13.451394,1995,Modern,5,466.4,4,Pitched,Concrete,Double-pane,Heat pump,31,Full,None,Partial,Corporate landlord,B,2022-08-10,71.1,2015,FALSE
BLD-00203,Steglitz-Zehlendorf,12163,Warschauer Str. 124,52.468816,13.319196,1969,1970s block,30,2377.1,8,Pitched,Prefab panel,Double-pane,Mixed,34,None,Partial,Partial,Corporate landlord,E,2023-02-12,150.0,2011,FALSE
BLD-00204,Reinickendorf,13405,Spandauer Str. 89,52.574478,13.348132,2010,Modern,14,1416.1,4,Pitched,Brick,Mixed,District heating,33,Full,None,None,Municipal,C,2020-07-23,93.7,2012,FALSE
BLD-00205,Steglitz-Zehlendorf,12169,Brunsbütteler Damm 58,52.44489,13.265034,1989,1980s block,14,1399.2,8,Pitched,Render,Triple-pane,Electric,29,Partial,Partial,None,Private landlord,E,2020-08-03,150.7,1997,FALSE
BLD-00206,Reinickendorf,13403,Marzahner Chaussee 141,52.559619,13.322987,1875,Altbau,52,5405.7,6,Flat,Mixed,Triple-pane,Oil boiler,4,Partial,None,None,Condominium,G,2020-02-05,243.7,,FALSE
BLD-00207,Marzahn-Hellersdorf,12683,Kolonnenstr. 30,52.54225,13.565431,1918,Altbau,44,2425.3,5,Mansard,Mixed,Triple-pane,Electric,34,Full,Partial,Partial,Housing cooperative,G,2022-11-15,238.2,,FALSE
BLD-00208,Neukölln,12047,Tempelhofer Damm 28,52.483764,13.454551,1955,Post-war,8,493.1,5,Hip,Concrete,Single-pane,District heating,22,Partial,None,Partial,Private landlord,F,2023-06-29,196.7,1997,FALSE
BLD-00209,Neukölln,12057,Warschauer Str. 128,52.478046,13.467371,1903,Altbau,49,4185.9,2,Hip,Sandstone,Single-pane,Electric,12,Partial,Partial,None,Corporate landlord,G,2016-12-12,243.6,1998,FALSE
BLD-00210,Lichtenberg,13055,Rummelsburger Str. 178,52.517685,13.496926,1887,Gründerzeit,19,2052.0,8,Mansard,Render,Double-pane,Heat pump,33,None,None,Partial,Housing cooperative,H,2022-11-13,257.1,2010,FALSE
BLD-00211,Treptow-Köpenick,12459,Eberswalder Str. 176,52.450044,13.542417,1960,Post-war,23,2506.4,4,Flat,Sandstone,Single-pane,Mixed,21,Partial,None,Full,Private landlord,F,2023-07-14,167.9,2020,FALSE
BLD-00212,Lichtenberg,13057,Gatower Str. 74,52.525341,13.532571,1893,Gründerzeit,53,4438.8,2,Pitched,Render,Single-pane,Mixed,4,None,None,None,Condominium,H,2017-12-29,283.2,2000,FALSE
BLD-00213,Lichtenberg,13053,Eberswalder Str. 53,52.501589,13.474342,1897,Gründerzeit,4,399.1,7,Pitched,Sandstone,Mixed,Electric,15,Partial,None,None,Corporate landlord,H,2019-05-12,264.2,,FALSE
BLD-00214,Reinickendorf,13435,Britzer Damm 100,52.586182,13.293758,1978,1970s block,12,668.6,2,Mansard,Concrete,Triple-pane,District heating,24,Partial,None,Partial,Corporate landlord,E,2021-02-16,144.0,2002,FALSE
BLD-00215,Charlottenburg-Wilmersdorf,10625,Berliner Str. 48,52.505709,13.348842,1983,Plattenbau,34,2575.4,3,Hip,Prefab panel,Triple-pane,Electric,17,Partial,None,None,Condominium,F,2016-10-21,195.9,2006,FALSE
BLD-00216,Neukölln,12047,Rummelsburger Str. 14,52.456398,13.465718,1909,Gründerzeit,42,3443.2,6,Mansard,Brick,Triple-pane,Electric,15,None,None,Full,Condominium,G,2020-11-02,247.6,,FALSE
BLD-00217,Tempelhof-Schöneberg,12107,Landsberger Allee 55,52.479167,13.336436,2000,Modern,12,853.8,7,Hip,Sandstone,Mixed,Gas boiler,8,Full,Partial,Partial,Housing cooperative,C,2019-12-31,78.8,,FALSE
BLD-00218,Marzahn-Hellersdorf,12627,Sonnenallee 98,52.55315,13.587779,1910,Gründerzeit,9,622.0,8,Mansard,Brick,Triple-pane,Electric,33,None,None,None,Municipal,G,2020-06-16,240.5,,FALSE
BLD-00219,Charlottenburg-Wilmersdorf,10627,Torstr. 138,52.507986,13.346375,1979,1980s block,22,1465.0,3,Flat,Mixed,Single-pane,Gas boiler,14,Partial,Partial,Full,Corporate landlord,D,2022-11-18,129.9,2017,FALSE
BLD-00220,Friedrichshain-Kreuzberg,10247,Schönhauser Allee 23,52.495594,13.463012,1873,Altbau,13,1114.0,6,Flat,Prefab panel,Single-pane,Heat pump,26,None,None,None,Municipal,H,2018-07-19,255.3,,FALSE
BLD-00221,Treptow-Köpenick,12435,Lichtenberger Str. 12,52.472071,13.541835,1992,Modern,13,922.2,3,Mansard,Sandstone,Double-pane,Oil boiler,29,Full,Full,Full,Municipal,D,2019-06-07,120.8,1993,FALSE
BLD-00222,Treptow-Köpenick,12459,Gatower Str. 76,52.446819,13.519099,1994,Modern,11,1184.2,7,Pitched,Sandstone,Mixed,District heating,8,Partial,Full,None,Private landlord,D,2015-01-21,119.5,2007,FALSE
BLD-00223,Friedrichshain-Kreuzberg,10961,Hermannstr. 55,52.500251,13.464486,1978,1970s block,29,1851.7,4,Flat,Sandstone,Double-pane,Gas boiler,12,Partial,Partial,None,Corporate landlord,F,2015-08-11,163.1,2019,FALSE
BLD-00224,Friedrichshain-Kreuzberg,10961,Wrangelstr. 149,52.511792,13.435041,1973,1970s block,13,1195.0,4,Flat,Brick,Single-pane,Gas boiler,13,None,Partial,Partial,Housing cooperative,F,2020-06-13,174.0,2009,FALSE
BLD-00225,Pankow,13156,Torstr. 2,52.580385,13.466279,1949,Post-war,27,2542.6,5,Hip,Prefab panel,Double-pane,Mixed,22,Partial,None,None,Municipal,G,2020-03-10,210.5,2009,FALSE
BLD-00226,Friedrichshain-Kreuzberg,10247,Danziger Str. 36,52.511139,13.424918,1982,1980s block,10,950.1,3,Pitched,Sandstone,Mixed,Gas boiler,26,Partial,None,None,Corporate landlord,D,2017-05-21,127.0,2006,FALSE
